../../../../test_data/paper_data/magob/magob039.txt
r_init, x_init, r_fit, x_fit, r_sq, adj_r_sq, mse, rmse, mae
[1.0535263157894739e-05, 0.0005263205263157895, 0.0018046473560329617, 3.6754257516504494e-07, 0.9962722450771103, 0.9962710693146366, 4.4942145964532545e-07, 0.0006703890360420026, 0.0004558236462707007]
[1.0535263157894739e-05, 0.0005789515789473685, 0.0017975528171099095, 3.7311967459117e-07, 0.9960469734432335, 0.9960457266283599, 4.7658040882731137e-07, 0.0006903480345646762, 0.00045973759780140895]
[1.0535263157894739e-05, 0.0006315826315789475, 0.001777450379044355, 3.894316073467772e-07, 0.9951572744632562, 0.9951557470305052, 5.838433116997928e-07, 0.0007640964020984478, 0.0004772851511893734]
[1.0535263157894739e-05, 0.0006842136842105264, 0.0017654558820551893, 3.998376306349199e-07, 0.9944382692482735, 0.994436515035767, 6.705272219606129e-07, 0.000818857265926494, 0.0004970525980195611]
[1.0535263157894739e-05, 0.0007368447368421054, 0.0017653432280900834, 3.999352110896569e-07, 0.9944309405224222, 0.9944291839983794, 6.714107796884025e-07, 0.0008193965948723503, 0.0004972489701251986]
[1.0535263157894739e-05, 0.0007894757894736843, 0.0017653187742473536, 3.999563889000907e-07, 0.9944293486960014, 0.9944275916698844, 6.716026917020345e-07, 0.0008195136921992424, 0.000497291542782438]
[1.0535263157894739e-05, 0.0008421068421052633, 0.0017691338240114463, 3.9666780902269393e-07, 0.9946710141808598, 0.9946693333778889, 6.424672852180722e-07, 0.0008015405699140077, 0.0004906377271604608]
[1.0535263157894739e-05, 0.0008947378947368422, 0.0017659054519188707, 3.994485264669031e-07, 0.9944673962319522, 0.9944656512063197, 6.670156468193436e-07, 0.0008167102587939884, 0.0004962690024713065]
[1.0535263157894739e-05, 0.0009473689473684211, 0.0017693695419605685, 3.9624516050145355e-07, 0.9946937291564864, 0.9946920555179929, 6.397287474887867e-07, 0.0007998304492133234, 0.0004888097656324305]
[1.0535263157894739e-05, 0.001, 0.0018053585792569776, 3.669309971727278e-07, 0.9962930297395268, 0.9962918605326949, 4.469156421989904e-07, 0.0006685174958061983, 0.0004554426721110719]
[1.579789473684211e-05, 1e-08, 0.0018003716212133076, 3.7084369017566425e-07, 0.9961427791317847, 0.9961415625347596, 4.6502998953158834e-07, 0.0006819310738862017, 0.0004580096180684734]
[1.579789473684211e-05, 5.264105263157895e-05, 0.0017695931218346685, 3.9627412013344184e-07, 0.9946991914771334, 0.9946975195614977, 6.390702052377434e-07, 0.0007994186670560948, 0.0004898468434216187]
[1.579789473684211e-05, 0.0001052721052631579, 0.0017714774853420535, 3.946501344232721e-07, 0.9948136831138596, 0.9948120473097637, 6.252669913572514e-07, 0.0007907382571731631, 0.0004866099633807178]
[1.579789473684211e-05, 0.00015790315789473685, 0.001774833128915079, 3.9162587716650904e-07, 0.9950137780452447, 0.9950122053526238, 6.011433678919457e-07, 0.0007753343587717145, 0.0004805743177236818]
[1.579789473684211e-05, 0.0002105342105263158, 0.001765625498135495, 3.996907751829749e-07, 0.9944492804725727, 0.9944475297330908, 6.691996989341817e-07, 0.0008180462694335704, 0.0004967569873367765]
[1.579789473684211e-05, 0.0002631652631578947, 0.0017840039970304675, 3.8404346557957553e-07, 0.9954881683658695, 0.9954867452995916, 5.439504475559957e-07, 0.0007375299638360435, 0.00047046204590173857]
[1.579789473684211e-05, 0.0003157963157894737, 0.0017653187349153535, 3.9995642291941173e-07, 0.99442934613858, 0.9944275891116564, 6.716030000270318e-07, 0.0008195138803138308, 0.0004972916109576135]
[1.579789473684211e-05, 0.0003684273684210527, 0.0017730624094229061, 3.931179630756454e-07, 0.9949130876770914, 0.9949114832259566, 6.132826885189067e-07, 0.0007831236738337737, 0.00048307207647028586]
[1.579789473684211e-05, 0.0004210584210526316, 0.0018016718905673236, 3.6986567085338435e-07, 0.9961834892906143, 0.9961822855338852, 4.601219364588846e-07, 0.0006783228851062631, 0.0004573456696104448]
[1.579789473684211e-05, 0.0004736894736842105, 0.0017653187075117604, 3.999564468225194e-07, 0.9944293443416412, 0.9944275873141508, 6.716032166675848e-07, 0.0008195140124900762, 0.0004972916598064135]
[1.579789473684211e-05, 0.0005263205263157895, 0.0018053065802865265, 3.670284156754762e-07, 0.9962908554830172, 0.9962896855904082, 4.4717777250379733e-07, 0.0006687135205032102, 0.0004554989997923116]
[1.579789473684211e-05, 0.0005789515789473685, 0.0017716742925609893, 3.9446639888398616e-07, 0.9948263734161197, 0.9948247416146423, 6.237370371936758e-07, 0.0007897702432946406, 0.0004861910776325986]
[1.579789473684211e-05, 0.0006315826315789475, 0.0017653186413761947, 3.999565056742497e-07, 0.9944293399173529, 0.9944275828884671, 6.716037500637209e-07, 0.0008195143379244325, 0.0004972917855140204]
[1.579789473684211e-05, 0.0006842136842105264, 0.001765318729283851, 3.999564283677845e-07, 0.9944293457289701, 0.9944275887019173, 6.716030494099619e-07, 0.0008195139104432346, 0.0004972916245963886]
[1.579789473684211e-05, 0.0007368447368421054, 0.001769348817304129, 3.964834669000314e-07, 0.9946842282856065, 0.9946825516504656, 6.408741809593399e-07, 0.0008005461766564998, 0.0004902659468039866]
[1.579789473684211e-05, 0.0007894757894736843, 0.0017666238637004583, 3.9882769121883834e-07, 0.9945135492736917, 0.9945118188050822, 6.614513949265391e-07, 0.0008132966217355997, 0.0004950165417637292]
[1.579789473684211e-05, 0.0008421068421052633, 0.0017750468856680864, 3.916354794060224e-07, 0.9950187339269365, 0.9950171627974386, 6.00545882373234e-07, 0.0007749489546887807, 0.00048122766648592643]
[1.579789473684211e-05, 0.0008947378947368422, 0.0017653187620428163, 3.9995640099455253e-07, 0.994429347786726, 0.9944275907603222, 6.716028013250917e-07, 0.0008195137590822327, 0.0004972915742658492]
[1.579789473684211e-05, 0.0009473689473684211, 0.0017661309967028044, 3.9925348351813806e-07, 0.9944819383055616, 0.9944801978666106, 6.652624414496272e-07, 0.0008156362188191665, 0.000495875795937678]
[1.579789473684211e-05, 0.001, 0.0017824894854391504, 3.852349474706803e-07, 0.9954156799068901, 0.9954142339771966, 5.526897208494058e-07, 0.0007434310464659152, 0.0004717694853301254]
[2.106052631578948e-05, 1e-08, 0.0017749571658159926, 3.91606441884096e-07, 0.9950190668064074, 0.9950174957819022, 6.005057501272061e-07, 0.0007749230607790725, 0.00048079925199180363]
[2.106052631578948e-05, 5.264105263157895e-05, 0.0017685870601729255, 3.9713709926925815e-07, 0.9946372135330969, 0.9946355220691426, 6.465423214714817e-07, 0.0008040785542914832, 0.0004915918888904891]
[2.106052631578948e-05, 0.0001052721052631579, 0.0017696824655947165, 3.961723183939003e-07, 0.9947063774069528, 0.9947047077578145, 6.382038631269628e-07, 0.0007988766257232482, 0.0004895252011077295]
[2.106052631578948e-05, 0.00015790315789473685, 0.0017729807113199742, 3.931592879155241e-07, 0.9949083859040468, 0.9949067799699368, 6.13849538472387e-07, 0.000783485506229941, 0.0004830554622337861]
[2.106052631578948e-05, 0.0002105342105263158, 0.0017685048816578094, 3.972076911937355e-07, 0.994632109222273, 0.99463041614838, 6.471577017388059e-07, 0.0008044611250637323, 0.0004917352970650056]
[2.106052631578948e-05, 0.0002631652631578947, 0.0018200561101905123, 3.557536761880706e-07, 0.9966028914050995, 0.9966018199310118, 4.0955844331912267e-07, 0.0006399675330195452, 0.0004502717937495227]
[2.106052631578948e-05, 0.0003157963157894737, 0.0017739409955509445, 3.923607466688029e-07, 0.994963453591736, 0.9949618650263967, 6.07210528909659e-07, 0.0007792371454888807, 0.0004817300532329655]
[2.106052631578948e-05, 0.0003684273684210527, 0.001765318624993351, 3.9995651951552767e-07, 0.9944293388768403, 0.9944275818476263, 6.716038755088614e-07, 0.0008195144144606984, 0.0004972918117039695]
[2.106052631578948e-05, 0.0004210584210526316, 0.0017694974351120541, 3.9633042624049374e-07, 0.9946950939514521, 0.9946934207434254, 6.395642065899515e-07, 0.0007997275827367413, 0.0004898401516531518]
[2.106052631578948e-05, 0.0004736894736842105, 0.0017801934047401732, 3.871649849645712e-07, 0.9953006953499067, 0.9952992131532027, 5.66552361635894e-07, 0.0007526967262024553, 0.00047418436750565536]
[2.106052631578948e-05, 0.0005263205263157895, 0.0018069794277795076, 3.6572770319970624e-07, 0.9963362851494325, 0.9963351295856885, 4.4170073138551656e-07, 0.0006646056961729387, 0.00045470959297871135]
[2.106052631578948e-05, 0.0005789515789473685, 0.0017950986149426582, 3.750839251526685e-07, 0.9959579497847414, 0.9959566748911236, 4.873131805277148e-07, 0.0006980782051659504, 0.00046142871269953947]
[2.106052631578948e-05, 0.0006315826315789475, 0.0017653200086105857, 3.99955320856284e-07, 0.9944294289862057, 0.9944276719854128, 6.715930118433651e-07, 0.0008195077863225981, 0.0004972894004677705]
[2.106052631578948e-05, 0.0006842136842105264, 0.0017685237897547281, 3.971914460162293e-07, 0.9946332843292838, 0.9946315916260285, 6.470160297890704e-07, 0.0008043730663001282, 0.0004917022901737832]
[2.106052631578948e-05, 0.0007368447368421054, 0.0017678110240516751, 3.9780432826318267e-07, 0.994588760627862, 0.99458705388149, 6.523838469593898e-07, 0.0008077028209430681, 0.0004929459337642243]
[2.106052631578948e-05, 0.0007894757894736843, 0.0017686586651589383, 3.9707560186976936e-07, 0.9946416560025555, 0.9946399659397902, 6.460067333896856e-07, 0.0008037454406649443, 0.0004914669242012832]
[2.106052631578948e-05, 0.0008421068421052633, 0.0017660075349853485, 3.9936023190288555e-07, 0.9944739841453177, 0.9944722411975635, 6.662214021058514e-07, 0.0008162238676403989, 0.0004960910225570064]
[2.106052631578948e-05, 0.0008947378947368422, 0.001810029843856003, 3.633586498262827e-07, 0.9964127214429449, 0.9964115899877937, 4.3248550363830203e-07, 0.0006576363004262326, 0.00045336495420451585]
[2.106052631578948e-05, 0.0009473689473684211, 0.001770454698088551, 3.9553689009229197e-07, 0.994751517460604, 0.9947498620489845, 6.327617379819313e-07, 0.0007954632222685919, 0.0004883839953474206]
[2.106052631578948e-05, 0.001, 0.001789385016172956, 3.7968131262563253e-07, 0.9957298298491344, 0.9957284830047405, 5.148155235077246e-07, 0.0007175064623456186, 0.0004658036087744294]
[2.6323157894736848e-05, 1e-08, 0.001766728362054691, 3.9873747444254367e-07, 0.9945202231073331, 0.9945184947437019, 6.606467915879067e-07, 0.0008128018156893516, 0.0004948342662730905]
[2.6323157894736848e-05, 5.264105263157895e-05, 0.001775769978391822, 3.9102543038457553e-07, 0.9950590188679413, 0.9950574604446226, 5.956890939408904e-07, 0.0007718089750326115, 0.0004802118993711937]
[2.6323157894736848e-05, 0.0001052721052631579, 0.001769148893343343, 3.966548844603374e-07, 0.9946719418088351, 0.9946702612984453, 6.423554495616858e-07, 0.0008014708039359174, 0.0004906115697141545]
[2.6323157894736848e-05, 0.00015790315789473685, 0.0017699457476751373, 3.9584697800083833e-07, 0.9947272102493474, 0.9947255471710472, 6.356922370594801e-07, 0.0007973031023766809, 0.0004884416112852667]
[2.6323157894736848e-05, 0.0002105342105263158, 0.0017739797731718514, 3.924583789028639e-07, 0.9949628635442114, 0.9949612747927665, 6.072816655657054e-07, 0.0007792827892143554, 0.00048233285693451876]
[2.6323157894736848e-05, 0.0002631652631578947, 0.0018077024053701493, 3.6516732928029615e-07, 0.996355122229619, 0.9963539726072344, 4.394297161905814e-07, 0.0006628949510975185, 0.0004543721772827886]
[2.6323157894736848e-05, 0.0003157963157894737, 0.001777200862783622, 3.896410861557917e-07, 0.9951438635225015, 0.9951423318598371, 5.854601466832719e-07, 0.000765153675207322, 0.00047759000762489845]
[2.6323157894736848e-05, 0.0003684273684210527, 0.0017658688592764925, 3.9948017614395413e-07, 0.9944650328195007, 0.9944632870484298, 6.673005819332908e-07, 0.0008168846809270515, 0.0004963327579306623]
[2.6323157894736848e-05, 0.0004210584210526316, 0.0017758586526630147, 3.909507005051202e-07, 0.9950639254197432, 0.9950623685439886, 5.950975556777105e-07, 0.0007714256643888059, 0.00048009063308063107]
[2.6323157894736848e-05, 0.0004736894736842105, 0.001779582223695618, 3.8767434145100984e-07, 0.9952692902436069, 0.9952677981414917, 5.703385892730559e-07, 0.0007552076464609292, 0.0004748594659723989]
[2.6323157894736848e-05, 0.0005263205263157895, 0.0018002531795061358, 3.7094487039093127e-07, 0.9961388724841237, 0.9961376546549119, 4.655009784593732e-07, 0.0006822763211920616, 0.00045808447116298736]
[2.6323157894736848e-05, 0.0005789515789473685, 0.0017953660053073544, 3.7486528166509954e-07, 0.9959680371010675, 0.9959667653890666, 4.860970446708995e-07, 0.0006972066011383567, 0.0004612284293465213]
[2.6323157894736848e-05, 0.0006315826315789475, 0.001776366953746075, 3.9052265116366907e-07, 0.9950919106338681, 0.9950903625848645, 5.91723633292608e-07, 0.0007692357462394789, 0.0004794138442647876]
[2.6323157894736848e-05, 0.0006842136842105264, 0.0017921466810243711, 3.7743906525541783e-07, 0.9958441816849035, 0.9958428709079551, 5.010291641553662e-07, 0.0007078341360483868, 0.00046358665461779957]
[2.6323157894736848e-05, 0.0007368447368421054, 0.0017678117121061809, 3.9780373607434665e-07, 0.9945888038367622, 0.9945870971040187, 6.523786376558219e-07, 0.0008076995961716348, 0.0004929447334148378]
[2.6323157894736848e-05, 0.0007894757894736843, 0.0017686586822197388, 3.970755872187211e-07, 0.9946416570604519, 0.9946399669980203, 6.460066058487507e-07, 0.0008037453613233179, 0.0004914668944286075]
[2.6323157894736848e-05, 0.0008421068421052633, 0.00176600754884081, 3.9936021992115765e-07, 0.9944739850387683, 0.9944722420912959, 6.662212943906569e-07, 0.0008162238016565413, 0.0004960909984040949]
[2.6323157894736848e-05, 0.0008947378947368422, 0.0018100299010587154, 3.633586058253266e-07, 0.9964127227910773, 0.9964115913363513, 4.324853411062558e-07, 0.0006576361768533235, 0.0004533649315585902]
[2.6323157894736848e-05, 0.0009473689473684211, 0.0017704546981016295, 3.9553689008111394e-07, 0.994751517461393, 0.9947498620497738, 6.327617378868067e-07, 0.0007954632222087999, 0.0004883839953257613]
[2.6323157894736848e-05, 0.001, 0.0017893850161841676, 3.7968131261666224e-07, 0.995729829849608, 0.9957284830052142, 5.148155234506262e-07, 0.0007175064623058292, 0.00046580360876543014]
[3.158578947368422e-05, 1e-08, 0.0017657010779337705, 3.996253587994325e-07, 0.9944541783188201, 0.9944524291241564, 6.686092102204286e-07, 0.0008176852757757282, 0.0004966252603436196]
[3.158578947368422e-05, 5.264105263157895e-05, 0.0017701102184975778, 3.9580772444455783e-07, 0.9947323001336933, 0.9947306386607817, 6.350785960612099e-07, 0.0007969181865544354, 0.0004888084059092061]
[3.158578947368422e-05, 0.0001052721052631579, 0.0017697953096842739, 3.960761255614482e-07, 0.9947132306693378, 0.994711563181771, 6.373776276989087e-07, 0.0007983593349481853, 0.0004893345191557587]
[3.158578947368422e-05, 0.00015790315789473685, 0.0018940097595814172, 3.052969437481693e-07, 0.9952067622154882, 0.9952052503915536, 5.778770241345543e-07, 0.0007601822308726733, 0.00047433381823059706]
[3.158578947368422e-05, 0.0002105342105263158, 0.0018017522960162727, 3.6980245392719556e-07, 0.996185999691184, 0.9961847967262546, 4.598192803262582e-07, 0.0006780997569135814, 0.0004573016879395131]
[3.158578947368422e-05, 0.0002631652631578947, 0.00180177664955298, 3.697928853155384e-07, 0.9961865102653292, 0.9961853074614387, 4.597577250517495e-07, 0.0006780543673273918, 0.0004572990872894172]
[3.158578947368422e-05, 0.0003157963157894737, 0.0017727944375323477, 3.933137150391035e-07, 0.9948975957190669, 0.9948959863816498, 6.151504128012641e-07, 0.0007843152509044206, 0.0004833151018937923]
[3.158578947368422e-05, 0.0003684273684210527, 0.001769007144495474, 3.9677647937757205e-07, 0.9946632077103922, 0.9946615244452007, 6.43408440263077e-07, 0.000802127446396816, 0.0004908587424619904]
[3.158578947368422e-05, 0.0004210584210526316, 0.0017664151431821113, 3.990079353671062e-07, 0.9945001905854278, 0.9944984559033857, 6.630619303031052e-07, 0.0008142861476797362, 0.0004953804160101256]
[3.158578947368422e-05, 0.0004736894736842105, 0.0017711318237499532, 3.949586612810052e-07, 0.9947921550327434, 0.9947905124385257, 6.278624360253546e-07, 0.0007923777104546509, 0.00048726407919059316]
[3.158578947368422e-05, 0.0005263205263157895, 0.0018009649034435055, 3.7043215492880704e-07, 0.9961608922851115, 0.9961596814011138, 4.6284625160479365e-07, 0.0006803280470514159, 0.00045774595090157896]
[3.158578947368422e-05, 0.0005789515789473685, 0.0017955174712773318, 3.747440535783859e-07, 0.9959736471400005, 0.9959723771974488, 4.854206933714997e-07, 0.0006967213886278357, 0.0004611212746889399]
[3.158578947368422e-05, 0.0006315826315789475, 0.0017763686172382334, 3.905212512694305e-07, 0.995092001822881, 0.995090453802639, 5.917126394638528e-07, 0.0007692286002638311, 0.00047941168667429084]
[3.158578947368422e-05, 0.0006842136842105264, 0.001792146846351185, 3.77438931811368e-07, 0.9958441883098843, 0.9958428775350254, 5.010283654417663e-07, 0.0007078335718527105, 0.00046358652801070806]
[3.158578947368422e-05, 0.0007368447368421054, 0.0017678117636788456, 3.9780369168727213e-07, 0.9945888070754385, 0.9945871003437166, 6.523782471981074e-07, 0.0008076993544618613, 0.0004929446434434387]
[3.158578947368422e-05, 0.0007894757894736843, 0.0017686586822230428, 3.970755872158837e-07, 0.9946416570606568, 0.9946399669982252, 6.460066058240507e-07, 0.0008037453613079522, 0.0004914668944228414]
[3.158578947368422e-05, 0.0008421068421052633, 0.0017660075488429765, 3.9936021991928417e-07, 0.9944739850389079, 0.9944722420914356, 6.66221294373815e-07, 0.0008162238016462244, 0.0004960909984003192]
[3.158578947368422e-05, 0.0008947378947368422, 0.0018100299010800536, 3.6335860580891304e-07, 0.9964127227915802, 0.9964115913368543, 4.324853410456266e-07, 0.0006576361768072272, 0.00045336493155014273]
[3.158578947368422e-05, 0.0009473689473684211, 0.0017704546981016566, 3.955368900810907e-07, 0.9947515174613947, 0.9947498620497754, 6.327617378866088e-07, 0.0007954632222086756, 0.0004883839953257164]
[3.158578947368422e-05, 0.001, 0.0017893850161757865, 3.7968131262336364e-07, 0.9957298298492541, 0.9957284830048602, 5.148155234932941e-07, 0.0007175064623355625, 0.00046580360877214943]
