# mjack005.txt
# Run time: 20 min, 00 sec
###
0.004	5439.19
0.173	5441.79
0.309	5443.10
0.445	5450.93
0.581	5463.98
0.717	5469.21
0.853	5473.13
0.989	5477.04
1.125	5480.95
1.294	5486.18
1.430	5494.01
1.571	5497.92
1.707	5503.15
1.843	5503.15
1.979	5508.38
2.115	5520.12
2.251	5521.44
2.420	5533.18
2.556	5533.18
2.692	5533.18
2.828	5534.49
2.964	5546.23
3.100	5554.06
3.236	5551.46
3.372	5559.29
3.541	5559.29
3.682	5560.61
3.818	5560.61
3.954	5560.61
4.090	5564.52
4.226	5572.34
4.364	5573.66
4.499	5577.57
4.668	5585.40
4.804	5581.49
4.940	5585.40
5.076	5589.31
5.212	5590.63
5.348	5594.54
5.484	5598.46
5.620	5602.37
5.795	5603.69
5.931	5611.51
6.067	5615.43
6.203	5612.83
6.339	5620.66
6.475	5624.57
6.611	5620.66
6.747	5624.57
6.917	5620.66
7.053	5625.89
7.189	5637.62
7.325	5633.71
7.461	5633.71
7.597	5645.45
7.733	5646.77
7.874	5638.94
8.044	5646.77
8.180	5646.77
8.316	5658.51
8.452	5659.82
8.588	5655.91
8.724	5659.82
8.860	5667.65
8.996	5668.97
9.168	5685.93
9.301	5698.99
9.436	5684.62
9.572	5668.97
9.708	5693.76
9.844	5702.90
9.985	5697.67
10.121	5701.59
10.292	5698.99
10.428	5702.90
10.564	5712.05
10.700	5719.87
10.836	5719.87
10.972	5727.70
11.108	5729.02
11.244	5729.02
11.414	5736.84
11.550	5740.76
11.686	5738.16
11.822	5742.07
11.958	5740.76
12.098	5745.98
12.235	5749.90
12.371	5749.90
12.541	5751.21
12.677	5755.13
12.813	5756.44
12.949	5766.87
13.085	5766.87
13.221	5768.18
13.357	5772.10
13.493	5776.01
13.663	5783.84
13.800	5781.24
13.937	5785.15
14.073	5789.07
14.213	5792.98
14.350	5792.98
14.486	5794.29
14.622	5806.04
14.792	5809.95
14.928	5811.26
15.064	5811.26
15.200	5815.18
15.336	5815.18
15.472	5819.09
15.608	5819.09
15.744	5823.01
15.914	5824.32
16.050	5836.06
16.186	5837.38
16.326	5845.20
16.463	5849.12
16.599	5853.03
16.735	5850.43
16.871	5854.35
17.041	5858.26
17.177	5862.17
17.313	5866.09
17.449	5863.49
17.585	5867.40
17.721	5871.32
17.857	5871.32
17.993	5875.23
18.163	5879.14
18.300	5879.14
18.441	5876.54
18.578	5880.46
18.714	5880.46
18.850	5888.28
18.986	5892.20
19.122	5892.20
19.292	5896.11
19.428	5897.43
19.564	5901.34
19.700	5905.25
19.836	5905.25
19.972	5906.57
20.108	5910.48
20.244	5910.48
20.414	5914.40
20.554	5922.23
20.691	5919.63
20.827	5923.54
20.963	5927.45
21.099	5927.45
21.235	5931.37
21.371	5935.28
21.541	5935.28
21.677	5932.68
21.813	5936.59
21.949	5936.59
22.085	5940.51
22.221	5944.42
22.357	5944.42
22.493	5952.25
22.667	5952.25
22.805	5949.65
22.942	5949.65
23.078	5953.56
23.214	5957.48
23.350	5957.48
23.486	5961.39
23.622	5965.31
23.792	5958.79
23.928	5958.79
24.064	5962.71
24.200	5966.62
24.336	5970.53
24.472	5974.45
24.608	5978.36
24.748	5975.76
24.919	5979.68
25.055	5987.50
25.191	5983.59
25.327	5987.50
25.463	5995.33
25.599	5992.73
25.735	5996.65
25.871	6000.56
26.041	6004.48
26.177	6008.39
26.313	6008.39
26.449	6005.79
26.585	6009.70
26.721	6009.70
26.861	6013.62
26.998	6017.53
27.168	6017.53
27.305	6021.45
27.442	6014.93
27.578	6018.84
27.714	6022.76
27.850	6026.67
27.986	6026.67
28.122	6030.59
28.292	6034.50
28.428	6031.90
28.564	6031.90
28.700	6035.81
28.836	6039.73
28.976	6039.73
29.113	6043.64
29.249	6043.64
29.419	6047.56
29.555	6047.56
29.691	6047.56
29.827	6051.47
29.963	6051.47
30.099	6044.96
30.235	6048.87
30.371	6052.78
30.541	6056.70
30.677	6060.61
30.813	6058.01
30.949	6065.84
31.089	6065.84
31.226	6073.67
31.362	6077.58
31.498	6073.67
31.684	6074.98
31.822	6077.58
31.959	6078.90
32.095	6082.81
32.231	6082.81
32.367	6086.73
32.503	6090.64
32.673	6086.73
32.809	6091.95
32.945	6091.95
33.081	6091.95
33.221	6095.87
33.358	6103.70
33.494	6103.70
33.630	6103.70
33.800	6107.61
33.936	6105.01
34.072	6105.01
34.208	6101.09
34.344	6112.84
34.480	6116.75
34.616	6112.84
34.752	6112.84
34.922	6116.75
35.058	6120.67
35.194	6118.06
35.334	6121.98
35.471	6118.06
35.607	6125.89
35.743	6129.81
35.879	6129.81
36.049	6131.12
36.185	6131.12
36.322	6138.95
36.459	6142.86
36.595	6142.86
36.731	6140.26
36.867	6144.18
37.003	6144.18
37.173	6148.09
37.309	6152.00
37.449	6152.00
37.586	6155.92
37.722	6159.83
37.858	6153.32
37.994	6153.32
38.130	6157.23
38.300	6161.15
38.436	6168.98
38.572	6172.89
38.708	6172.89
38.844	6172.89
38.980	6174.20
39.116	6178.12
39.252	6174.20
39.422	6182.03
39.562	6185.95
39.699	6183.34
39.835	6183.34
39.971	6187.26
40.107	6187.26
40.243	6195.09
40.379	6195.09
40.549	6199.00
40.685	6192.49
40.822	6199.00
40.959	6200.31
41.095	6204.23
41.231	6200.31
41.367	6204.23
41.503	6215.97
41.677	6209.46
41.814	6213.37
41.950	6215.97
42.086	6217.28
42.222	6221.20
42.358	6221.20
42.494	6221.20
42.630	6225.11
42.800	6229.03
42.936	6229.03
43.072	6226.43
43.208	6230.34
43.344	6234.26
43.480	6238.17
43.616	6238.17
43.756	6242.09
43.927	6242.09
44.063	6239.48
44.199	6247.31
44.335	6251.23
44.471	6247.31
44.607	6251.23
44.743	6255.14
44.879	6259.06
45.049	6256.45
45.185	6260.37
45.322	6268.20
45.459	6268.20
45.595	6272.11
45.731	6269.51
45.871	6269.51
46.008	6273.42
46.178	6277.34
46.314	6277.34
46.450	6277.34
46.586	6285.17
46.722	6282.56
46.858	6282.56
46.994	6282.56
47.130	6286.48
47.300	6286.48
47.436	6290.39
47.572	6294.31
47.708	6294.31
47.844	6298.22
47.984	6295.62
48.121	6299.54
48.257	6303.45
48.427	6311.28
48.563	6307.36
48.699	6311.28
48.835	6315.20
48.971	6312.59
49.107	6316.51
49.243	6316.51
49.379	6320.42
49.549	6328.25
49.685	6325.65
49.822	6329.56
49.959	6333.48
50.099	6329.56
50.236	6333.48
50.372	6341.31
50.508	6341.31
50.678	6338.70
50.814	6342.62
50.950	6342.62
51.086	6342.62
51.222	6350.45
51.358	6354.36
51.494	6354.36
51.630	6358.28
51.800	6351.76
51.936	6355.67
52.072	6363.50
52.212	6363.50
52.349	6367.42
52.485	6364.81
52.621	6372.64
52.757	6372.64
52.927	6380.48
53.063	6380.48
53.199	6380.48
53.335	6384.39
53.471	6385.70
53.607	6385.70
53.743	6385.70
53.879	6393.53
54.049	6397.45
54.185	6397.45
54.327	6398.76
54.464	6402.67
54.600	6406.59
54.736	6406.59
54.872	6407.90
55.008	6411.81
55.178	6415.73
55.314	6419.64
55.450	6419.64
55.586	6423.56
55.722	6423.56
55.858	6424.87
55.994	6428.78
56.130	6424.87
56.300	6440.53
56.440	6428.78
56.577	6436.61
56.713	6441.84
56.849	6437.92
56.985	6440.53
57.121	6445.76
57.257	6453.59
57.427	6453.59
57.563	6457.50
57.699	6453.59
57.835	6450.98
57.971	6458.81
58.107	6462.73
58.243	6462.73
58.379	6462.73
58.553	6466.64
58.690	6467.95
58.827	6470.56
58.964	6470.56
59.100	6475.78
59.236	6475.78
59.372	6475.78
59.508	6483.61
59.678	6483.61
59.814	6481.01
59.950	6484.92
60.086	6484.92
60.222	6492.75
60.358	6496.67
60.494	6500.59
60.634	6500.59
60.805	6497.98
60.941	6501.89
61.077	6505.81
61.213	6513.64
61.349	6513.64
61.485	6513.64
61.621	6511.04
61.757	6511.04
61.926	6511.04
62.063	6514.95
62.199	6518.87
62.335	6518.87
62.471	6514.95
62.607	6522.78
62.747	6526.70
62.884	6526.70
63.054	6530.61
63.190	6526.70
63.327	6524.09
63.464	6528.01
63.600	6528.01
63.736	6528.01
63.872	6528.01
64.008	6535.84
64.178	6535.84
64.314	6539.75
64.450	6537.15
64.586	6539.75
64.722	6537.15
64.862	6541.06
64.999	6541.06
65.135	6541.06
65.305	6544.98
65.441	6548.89
65.577	6548.89
65.713	6548.89
65.849	6552.81
65.985	6556.73
66.121	6556.73
66.257	6556.73
66.427	6554.12
66.563	6558.03
66.699	6561.95
66.835	6561.95
66.975	6565.87
67.112	6565.87
67.248	6569.78
67.384	6569.78
67.554	6569.78
67.690	6571.09
67.827	6575.01
67.964	6575.01
68.100	6575.01
68.236	6578.92
68.372	6582.84
68.508	6582.84
68.678	6580.23
68.814	6582.84
68.950	6580.23
69.090	6584.15
69.227	6588.06
69.363	6588.06
69.499	6591.98
69.635	6591.98
69.805	6591.98
69.941	6595.89
70.077	6595.89
70.213	6593.29
70.349	6593.29
70.485	6593.29
70.621	6597.20
70.757	6605.03
70.927	6601.12
71.063	6608.95
71.203	6605.03
71.340	6601.12
71.476	6608.95
71.612	6612.87
71.748	6608.95
71.884	6608.95
72.054	6608.95
72.190	6610.26
72.327	6614.17
72.464	6610.26
72.600	6614.17
72.736	6618.09
72.872	6618.09
73.008	6618.09
73.177	6622.01
73.318	6622.01
73.455	6625.92
73.591	6622.01
73.727	6622.01
73.863	6625.92
73.999	6627.23
74.135	6623.31
74.305	6631.15
74.441	6627.23
74.577	6627.23
74.713	6631.15
74.849	6631.15
74.985	6631.15
75.121	6631.15
75.257	6635.06
75.431	6635.06
75.568	6638.98
75.704	6636.37
75.840	6640.29
75.976	6642.89
76.112	6640.29
76.248	6644.20
76.384	6644.20
76.554	6652.03
76.690	6652.03
76.827	6655.95
76.964	6653.34
77.100	6653.34
77.236	6653.34
77.372	6657.26
77.512	6657.26
77.682	6661.17
77.819	6661.17
77.955	6665.09
78.091	6669.01
78.227	6669.01
78.363	6669.01
78.499	6672.92
78.635	6670.31
78.805	6670.31
78.941	6674.23
79.077	6674.23
79.213	6674.23
79.349	6674.23
79.485	6678.15
79.625	6682.06
79.762	6682.06
79.932	6685.98
80.068	6679.45
80.204	6683.37
80.340	6687.29
80.476	6687.29
80.612	6683.37
80.748	6687.29
80.884	6695.12
81.054	6695.12
81.190	6691.20
81.327	6691.20
81.464	6702.95
81.600	6699.03
81.740	6699.03
81.877	6696.43
82.013	6696.43
82.183	6700.34
82.319	6696.43
82.455	6700.34
82.591	6704.26
82.727	6704.26
82.863	6708.17
82.999	6708.17
83.135	6708.17
83.305	6712.09
83.441	6716.01
83.577	6709.48
83.713	6713.40
83.853	6717.31
83.990	6713.40
84.126	6713.40
84.262	6717.31
84.431	6713.40
84.568	6729.06
84.704	6726.45
84.840	6725.15
84.976	6729.06
85.112	6730.37
85.248	6726.45
85.384	6726.45
85.554	6730.37
85.690	6730.37
85.827	6738.20
85.968	6734.29
86.105	6738.20
86.241	6742.12
86.377	6742.12
86.513	6742.12
86.683	6742.12
86.819	6742.12
86.955	6739.51
87.091	6743.43
87.227	6742.12
87.363	6742.12
87.499	6751.26
87.635	6751.26
87.804	6759.09
87.941	6747.34
88.081	6743.43
88.218	6751.26
88.354	6755.17
88.490	6751.26
88.626	6751.26
88.762	6759.09
88.932	6759.09
89.068	6760.40
89.204	6764.31
89.340	6764.31
89.476	6760.40
89.612	6768.23
89.748	6772.15
89.884	6768.23
90.054	6772.15
90.194	6768.23
90.332	6769.54
90.469	6781.29
90.605	6777.37
90.741	6769.54
90.877	6781.29
91.013	6786.51
91.182	6789.12
91.319	6790.43
91.455	6786.51
91.591	6794.34
91.727	6811.32
91.863	6808.71
91.999	6815.23
92.135	6812.62
92.309	6816.54
92.446	6828.29
92.582	6821.76
92.718	6824.37
92.854	6828.29
92.990	6825.68
93.126	6829.59
93.262	6829.59
93.432	6833.51
93.568	6833.51
93.704	6833.51
93.840	6841.34
93.976	6841.34
94.112	6841.34
94.248	6838.73
94.388	6838.73
94.559	6842.65
94.695	6842.65
94.832	6842.65
94.969	6846.57
95.105	6850.48
95.241	6850.48
95.377	6854.40
95.513	6854.40
95.683	6851.79
95.819	6859.62
95.955	6859.62
96.091	6859.62
96.227	6859.62
96.363	6863.54
96.503	6871.37
96.640	6864.85
96.810	6872.68
96.946	6876.60
97.082	6880.51
97.218	6884.43
97.354	6881.82
97.490	6885.73
97.626	6885.73
97.762	6889.65
97.932	6889.65
98.068	6897.48
98.204	6902.71
98.340	6914.46
98.476	6911.85
98.616	6910.54
98.753	6915.76
98.889	6923.60
99.059	6923.60
99.195	6923.60
99.332	6919.68
99.469	6927.51
99.605	6928.82
99.741	6920.99
99.877	6920.99
100.013	6928.82
100.183	6936.65
100.319	6940.57
100.456	6940.57
100.593	6930.13
100.734	6934.04
100.871	6937.96
101.008	6941.88
101.145	6945.79
101.316	6945.79
101.452	6953.63
101.589	6951.01
101.726	6951.01
101.863	6954.93
102.000	6958.85
102.137	6958.85
102.274	6958.85
102.445	6962.77
102.581	6966.68
102.718	6964.07
102.859	6964.07
102.996	6971.90
103.133	6971.90
103.270	6971.90
103.407	6979.74
103.580	6979.74
103.716	6977.13
103.853	6983.66
103.990	6979.74
104.127	6981.04
104.264	6984.96
104.401	6984.96
104.538	6988.88
104.709	6992.79
104.845	6992.79
104.986	6992.79
105.123	6994.10
105.260	6994.10
105.397	6998.02
105.534	6998.02
105.671	7001.93
105.842	7001.93
105.979	7005.85
106.116	7013.68
106.253	7007.16
106.390	7013.68
106.527	7007.16
106.664	7014.99
106.801	7014.99
106.972	7018.91
107.112	7018.91
107.249	7022.82
107.386	7024.13
107.523	7020.21
107.660	7024.13
107.799	7028.04
107.931	7031.96
108.102	7031.96
108.238	7035.88
108.375	7035.88
108.512	7043.71
